xAxis,yAxis,zAxis
1711,676,586
1712,676,587
1712,676,587
1712,676,587
1713,677,587
1713,677,587
1714,677,587
1714,677,587
1714,677,588
1715,677,588
1715,677,588
1716,678,588
1716,678,588
1716,678,588
1717,678,588
1717,678,589
1718,678,589
1718,679,589
1718,679,589
1719,679,589
1719,679,589
1720,679,589
1720,679,589
1720,680,590
1721,680,590
1721,680,590
1722,680,590
1722,680,590
1722,680,590
1723,680,590
1723,681,591
1724,681,591
1724,681,591
1724,681,591
1725,681,591
1725,681,591
1726,682,591
1726,682,592
1726,682,592
1727,682,592
1727,682,592
1728,682,592
1728,683,592
1728,683,592
1729,683,592
1729,683,593
1730,683,593
1730,683,593
1730,683,593
1731,684,593
1731,684,593
1732,684,593
1732,684,594
1732,684,594
1733,684,594
1733,685,594
1734,685,594
1734,685,594
1734,685,594
1735,685,595
1735,685,595
1736,686,595
1736,686,595
1736,686,595
1737,686,595
1737,686,595
1738,686,595
1738,686,596
1738,687,596
1739,687,596
1739,687,596
1740,687,596
1740,687,596
1740,687,596
1741,688,597
1741,688,597
1742,688,597
1742,688,597
1742,688,597
1743,688,597
1743,689,597
1744,689,598
1744,689,598
1744,689,598
1745,689,598
1745,689,598
1746,689,598
1746,690,598
1746,690,599
1747,690,599
1747,690,599
1748,690,599
1748,690,599
1748,691,599
1749,691,599
1749,691,599
1750,691,600
1750,691,600
1750,691,600
1751,692,600
1751,692,600
1752,692,600
1752,692,600
1752,692,601
1753,692,601
1753,692,601
1754,693,601
1754,693,601
1754,693,601
1755,693,601
1755,693,602
1756,693,602
1756,694,602
1756,694,602
1757,694,602
1757,694,602
1758,694,602
1758,694,602
1758,695,603
1759,695,603
1759,695,603
1760,695,603
1760,695,603
1760,695,603
1761,695,603
1761,696,604
1762,696,604
1762,696,604
1762,696,604
1763,696,604
1763,696,604
1764,697,604
1764,697,605
1764,697,605
1765,697,605
1765,697,605
1766,697,605
1766,698,605
1766,698,605
1767,698,606
1767,698,606
1768,698,606
1768,698,606
1768,698,606
1769,699,606
1769,699,606
1770,699,606
1770,699,607
1770,699,607
1771,699,607
1771,700,607
1772,700,607
1772,700,607
1772,700,607
1773,700,608
1773,700,608
1774,701,608
1774,701,608
1774,701,608
1775,701,608
1775,701,608
1776,701,609
1776,701,609
1776,702,609
1777,702,609
1777,702,609
1778,702,609
1778,702,609
1778,702,609
1779,703,610
1779,703,610
1780,703,610
1780,703,610
1780,703,610
1781,703,610
1781,704,610
1782,704,611
1782,704,611
1782,704,611
1783,704,611
1783,704,611
1784,704,611
1784,705,611
1784,705,612
1785,705,612
1785,705,612
1786,705,612
1786,705,612
1786,706,612
1787,706,612
1787,706,612
1788,706,613
1788,706,613
1788,706,613
1789,707,613
1789,707,613
1790,707,613
1790,707,613
1790,707,614
1791,707,614
1791,707,614
1792,708,614
1792,708,614
1792,708,614
1793,708,614
1793,708,615
1794,708,615
1794,709,615
1794,709,615
1795,709,615
1795,709,615
1796,709,615
1796,709,616
1796,710,616
1797,710,616
1797,710,616
1798,710,616
1798,710,616
1798,710,616
1799,710,616
1799,711,617
1800,711,617
1800,711,617
1800,711,617
1801,711,617
1801,711,617
1802,712,617
1802,712,618
1802,712,618
1803,712,618
1803,712,618
1804,712,618
1804,713,618
1804,713,618
1805,713,619
1805,713,619
1806,713,619
1806,713,619
1806,713,619
1807,714,619
1807,714,619
1808,714,619
1808,714,620
1808,714,620
1809,714,620
1809,715,620
1810,715,620
1810,715,620
1810,715,620
1811,715,621
1811,715,621
1812,716,621
1812,716,621
1812,716,621
1813,716,621
1813,716,621
1814,716,622
1814,716,622
1814,717,622
1815,717,622
1815,717,622
1816,717,622
1816,717,622
1816,717,623
1817,718,623
1817,718,623
1818,718,623
1818,718,623
1818,718,623
1819,718,623
1819,719,623
1820,719,624
1820,719,624
1820,719,624
1821,719,624
1821,719,624
1822,719,624
1822,720,624
1822,720,625
1823,720,625
1823,720,625
1824,720,625
1824,720,625
1824,721,625
1825,721,625
1825,721,626
1826,721,626
1826,721,626
1826,721,626
1827,722,626
1827,722,626
1828,722,626
1828,722,626
1828,722,627
1829,722,627
1829,722,627
1830,723,627
1830,723,627
1830,723,627
1831,723,627
1831,723,628
1832,723,628
1832,724,628
1832,724,628
1833,724,628
1833,724,628
1834,724,628
1834,724,629
1834,725,629
1835,725,629
1835,725,629
1836,725,629
1836,725,629
1836,725,629
1837,725,629
1837,726,630
1838,726,630
1838,726,630
1838,726,630
1839,726,630
1839,726,630
1840,727,630
1840,727,631
1840,727,631
1841,727,631
1841,727,631
1842,727,631
1842,728,631
1842,728,631
1843,728,632
1843,728,632
1844,728,632
1844,728,632
1844,728,632
1845,729,632
1845,729,632
1846,729,633
1846,729,633
1846,729,633
1847,729,633
1847,730,633
1848,730,633
1848,730,633
1848,730,633
1849,730,634
1849,730,634
1850,731,634
1850,731,634
1850,731,634
1851,731,634
1851,731,634
1852,731,635
1852,731,635
1852,732,635
1853,732,635
1853,732,635
1854,732,635
1854,732,635
1854,732,636
1855,733,636
1855,733,636
1856,733,636
1856,733,636
1856,733,636
1857,733,636
1857,734,636
1858,734,637
1858,734,637
1858,734,637
1859,734,637
1859,734,637
1860,734,637
1860,735,637
1860,735,638
1861,735,638
1861,735,638
1862,735,638
1862,735,638
1862,736,638
1863,736,638
1863,736,639
1864,736,639
1864,736,639
1864,736,639
1865,737,639
1865,737,639
1866,737,639
1866,737,640
1866,737,640
1867,737,640
1867,737,640
1868,738,640
1868,738,640
1868,738,640
1869,738,640
1869,738,641
1870,738,641
1870,739,641
1870,739,641
1871,739,641
1871,739,641
1872,739,641
1872,739,642
1872,740,642
1873,740,642
1873,740,642
1874,740,642
1874,740,642
1874,740,642
1875,740,643
1875,741,643
1876,741,643
1876,741,643
1876,741,643
1877,741,643
1877,741,643
1878,742,643
1878,742,644
1878,742,644
1879,742,644
1879,742,644
1880,742,644
1880,743,644
1880,743,644
1881,743,645
1881,743,645
1882,743,645
1882,743,645
1882,743,645
1883,744,645
1883,744,645
1884,744,646
1884,744,646
1884,744,646
1885,744,646
1885,745,646
1886,745,646
1886,745,646
1886,745,646
1887,745,647
1887,745,647
1888,746,647
1888,746,647
1888,746,647
1889,746,647
1889,746,647
1890,746,648
1890,746,648
1890,747,648
1891,747,648
1891,747,648
1892,747,648
1892,747,648
1892,747,649
1893,748,649
1893,748,649
1894,748,649
1894,748,649
1894,748,649
1895,748,649
1895,749,650
1896,749,650
1896,749,650
1896,749,650
1897,749,650
1897,749,650
1898,749,650
1898,750,650
1898,750,651
1899,750,651
1899,750,651
1900,750,651
1900,750,651
1900,751,651
1901,751,651
1901,751,652
1902,751,652
1902,751,652
1902,751,652
1903,752,652
1903,752,652
1904,752,652
1904,752,653
1904,752,653
1905,752,653
1905,752,653
1906,753,653
1906,753,653
1906,753,653
1907,753,653
1907,753,654
1908,753,654
1908,754,654
1908,754,654
1909,754,654
1909,754,654
1910,754,654
1910,754,655
1910,755,655
1911,755,655
1911,755,655
1912,755,655
1912,755,655
1912,755,655
1913,755,656
1913,756,656
1914,756,656
1914,756,656
1914,756,656
1915,756,656
1915,756,656
1916,757,657
1916,757,657
1916,757,657
1917,757,657
1917,757,657
1918,757,657
1918,758,657
1918,758,657
1919,758,658
1919,758,658
1920,758,658
1920,758,658
1920,758,658
1921,759,658
1921,759,658
1922,759,659
1922,759,659
1922,759,659
1923,759,659
1923,760,659
1924,760,659
1924,760,659
1924,760,660
1925,760,660
1925,760,660
1926,761,660
1926,761,660
1926,761,660
1927,761,660
1927,761,660
1928,761,661
1928,761,661
1928,762,661
1929,762,661
1929,762,661
1930,762,661
1930,762,661
1930,762,662
1931,763,662
1931,763,662
1932,763,662
1932,763,662
1932,763,662
1933,763,662
1933,764,663
1934,764,663
1934,764,663
1934,764,663
1935,764,663
1935,764,663
1936,764,663
1936,765,663
1936,765,664
1937,765,664
1937,765,664
1938,765,664
1938,765,664
1938,766,664
1939,766,664
1939,766,665
1940,766,665
1940,766,665
1940,766,665
1941,767,665
1941,767,665
1942,767,665
1942,767,666
1942,767,666
1943,767,666
1943,767,666
1944,768,666
1944,768,666
1944,768,666
1945,768,667
1945,768,667
1946,768,667
1946,769,667
1946,769,667
1947,769,667
1947,769,667
1948,769,667
1948,769,668
1948,770,668
1949,770,668
1949,770,668
1950,770,668
1950,770,668
1950,770,668
1951,770,669
1951,771,669
1952,771,669
1952,771,669
1952,771,669
1953,771,669
1953,771,669
1954,772,670
1954,772,670
1954,772,670
1955,772,670
1955,772,670
1956,772,670
1956,773,670
1956,773,670
1957,773,671
1957,773,671
1958,773,671
1958,773,671
1958,773,671
1959,774,671
1959,774,671
1960,774,672
1960,774,672
1960,774,672
1961,774,672
1961,775,672
1962,775,672
1962,775,672
1962,775,673
1963,775,673
1963,775,673
1964,776,673
1964,776,673
1964,776,673
1965,776,673
1965,776,673
1966,776,674
1966,776,674
1966,777,674
1967,777,674
1967,777,674
1968,777,674
1968,777,674
1968,777,675
1969,778,675
1969,778,675
1970,778,675
1970,778,675
1970,778,675
1971,778,675
1971,779,676
1972,779,676
1972,779,676
1972,779,676
1973,779,676
1973,779,676
1974,779,676
1974,780,677
1974,780,677
1975,780,677
1975,780,677
1976,780,677
1976,780,677
1976,781,677
1977,781,677
1977,781,678
1978,781,678
1978,781,678
1978,781,678
1979,782,678
1979,782,678
1980,782,678
1980,782,679
1980,782,679
1981,782,679
1981,782,679
1982,783,679
1982,783,679
1982,783,679
1983,783,680
1983,783,680
1984,783,680
1984,784,680
1984,784,680
1985,784,680
1985,784,680
1986,784,680
1986,784,681
1986,785,681
1987,785,681
1987,785,681
1988,785,681
1988,785,681
1988,785,681
1989,785,682
1989,786,682
1990,786,682
1990,786,682
1990,786,682
1991,786,682
1991,786,682
1992,787,683
1992,787,683
1992,787,683
1993,787,683
1993,787,683
1994,787,683
1994,788,683
1994,788,684
1995,788,684
1995,788,684
1996,788,684
1996,788,684
1996,788,684
1997,789,684
1997,789,684
1998,789,685
1998,789,685
1998,789,685
1999,789,685
1999,790,685
2000,790,685
2000,790,685
2000,790,686
2001,790,686
2001,790,686
2002,791,686
2002,791,686
2002,791,686
2003,791,686
2003,791,687
2004,791,687
2004,791,687
2004,792,687
2005,792,687
2005,792,687
2006,792,687
2006,792,687
2006,792,688
2007,793,688
2007,793,688
2008,793,688
2008,793,688
2008,793,688
2009,793,688
2009,794,689
2010,794,689
2010,794,689
2010,794,689
2011,794,689
2011,794,689
2012,794,689
2012,795,690
2012,795,690
2013,795,690
2013,795,690
2014,795,690
2014,795,690
2014,796,690
2015,796,690
2015,796,691
2016,796,691
2016,796,691
2016,796,691
2017,797,691
2017,797,691
2018,797,691
2018,797,692
2018,797,692
2019,797,692
2019,797,692
2020,798,692
2020,798,692
2020,798,692
2021,798,693
2021,798,693
2022,798,693
2022,799,693
2022,799,693
2023,799,693
2023,799,693
2024,799,694
2024,799,694
2024,800,694
2025,800,694
2025,800,694
2026,800,694
2026,800,694
2026,800,694
2027,800,695
2027,801,695
2028,801,695
2028,801,695
2028,801,695
2029,801,695
2029,801,695
2030,802,696
2030,802,696
2030,802,696
2031,802,696
2031,802,696
2032,802,696
2032,803,696
2032,803,697
2033,803,697
2033,803,697
2034,803,697
2034,803,697
2034,803,697
2035,804,697
2035,804,697
2036,804,698
2036,804,698
2036,804,698
2037,804,698
2037,805,698
2038,805,698
2038,805,698
2038,805,699
2039,805,699
2039,805,699
2040,806,699
2040,806,699
2040,806,699
2041,806,699
2041,806,700
2042,806,700
2042,806,700
2042,807,700
2043,807,700
2043,807,700
2044,807,700
2044,807,701
2044,807,701
2045,808,701
2045,808,701
2046,808,701
2046,808,701
2046,808,701
2047,808,701
2047,809,702
2048,809,702
2048,809,702
2048,809,702
2049,809,702
2049,809,702
2050,809,702
2050,810,703
2050,810,703
2051,810,703
2051,810,703
2052,810,703
2052,810,703
2052,811,703
2053,811,704
2053,811,704
2054,811,704
2054,811,704
2054,811,704
2055,812,704
2055,812,704
2056,812,704
2056,812,705
2056,812,705
2057,812,705
2057,812,705
2058,813,705
2058,813,705
2058,813,705
2059,813,706
2059,813,706
2060,813,706
2060,814,706
2060,814,706
2061,814,706
2061,814,706
2062,814,707
2062,814,707
2062,815,707
2063,815,707
2063,815,707
2064,815,707
2064,815,707
2064,815,707
2065,815,708
2065,816,708
2066,816,708
2066,816,708
2066,816,708
2067,816,708
2067,816,708
2068,817,709
2068,817,709
2068,817,709
2069,817,709
2069,817,709
2070,817,709
2070,818,709
2070,818,710
2071,818,710
2071,818,710
2072,818,710
2072,818,710
2072,818,710
2073,819,710
2073,819,711
2074,819,711
2074,819,711
2074,819,711
2075,819,711
2075,820,711
2076,820,711
2076,820,711
2076,820,712
2077,820,712
2077,820,712
2078,821,712
2078,821,712
2078,821,712
2079,821,712
2079,821,713
2080,821,713
2080,821,713
2080,822,713
2081,822,713
2081,822,713
2082,822,713
2082,822,714
2082,822,714
2083,823,714
2083,823,714
2084,823,714
2084,823,714
2084,823,714
2085,823,714
2085,824,715
2086,824,715
2086,824,715
2086,824,715
2087,824,715
2087,824,715
2088,824,715
2088,825,716
2088,825,716
2089,825,716
2089,825,716
2090,825,716
2090,825,716
2090,826,716
2091,826,717
2091,826,717
2092,826,717
2092,826,717
2092,826,717
2093,827,717
2093,827,717
2094,827,718
2094,827,718
2094,827,718
2095,827,718
2095,827,718
2096,828,718
2096,828,718
2096,828,718
2097,828,719
2097,828,719
2098,828,719
2098,829,719
2098,829,719
2099,829,719
2099,829,719
2100,829,720
2100,829,720
2100,830,720
2101,830,720
2101,830,720
2102,830,720
2102,830,720
2102,830,721
2103,830,721
2103,831,721
2104,831,721
2104,831,721
2104,831,721
2105,831,721
2105,831,721
2106,832,722
2106,832,722
2106,832,722
2107,832,722
2107,832,722
2108,832,722
2108,833,722
2108,833,723
2109,833,723
2109,833,723
2110,833,723
2110,833,723
2110,833,723
2111,834,723
2111,834,724
2112,834,724
2112,834,724
2112,834,724
2113,834,724
2113,835,724
2114,835,724
2114,835,724
2114,835,725
2115,835,725
2115,835,725
2116,836,725
2116,836,725
2116,836,725
2117,836,725
2117,836,726
2118,836,726
2118,836,726
2118,837,726
2119,837,726
2119,837,726
2120,837,726
2120,837,727
2120,837,727
2121,838,727
2121,838,727
2122,838,727
2122,838,727
2122,838,727
2123,838,728
2123,839,728
2124,839,728
2124,839,728
2124,839,728
2125,839,728
2125,839,728
2126,839,728
2126,840,729
2126,840,729
2127,840,729
2127,840,729
2128,840,729
2128,840,729
2128,841,729
2129,841,730
2129,841,730
2130,841,730
2130,841,730
2130,841,730
2131,842,730
2131,842,730
2132,842,731
2132,842,731
2132,842,731
2133,842,731
2133,842,731
2134,843,731
2134,843,731
2134,843,731
2135,843,732
2135,843,732
2136,843,732
2136,844,732
2136,844,732
2137,844,732
2137,844,732
2138,844,733
2138,844,733
2138,845,733
2139,845,733
2139,845,733
2140,845,733
2140,845,733
2140,845,734
2141,845,734
2141,846,734
2142,846,734
2142,846,734
2142,846,734
2143,846,734
2143,846,735
2144,847,735
2144,847,735
2144,847,735
2145,847,735
2145,847,735
2146,847,735
2146,848,735
2146,848,736
2147,848,736
2147,848,736
2148,848,736
2148,848,736
2148,848,736
2149,849,736
2149,849,737
2150,849,737
2150,849,737
2150,849,737
2151,849,737
2151,850,737
2152,850,737
2152,850,738
2152,850,738
2153,850,738
2153,850,738
2154,851,738
2154,851,738
2154,851,738
2155,851,738
2155,851,739
2156,851,739
2156,851,739
2156,852,739
2157,852,739
2157,852,739
2158,852,739
2158,852,740
2158,852,740
2159,853,740
2159,853,740
2160,853,740
2160,853,740
2160,853,740
2161,853,741
2161,854,741
2162,854,741
2162,854,741
2162,854,741
2163,854,741
2163,854,741
2164,854,741
2164,855,742
2164,855,742
2165,855,742
2165,855,742
2166,855,742
2166,855,742
2166,856,742
2167,856,743
2167,856,743
2168,856,743
2168,856,743
2168,856,743
2169,857,743
2169,857,743
2170,857,744
2170,857,744
2170,857,744
2171,857,744
2171,857,744
2172,858,744
2172,858,744
2172,858,745
2173,858,745
2173,858,745
2174,858,745
2174,859,745
2174,859,745
2175,859,745
2175,859,745
2176,859,746
2176,859,746
2176,860,746
2177,860,746
2177,860,746
2178,860,746
2178,860,746
2178,860,747
2179,860,747
2179,861,747
2180,861,747
2180,861,747
2180,861,747
2181,861,747
2181,861,748
2182,862,748
2182,862,748
2182,862,748
2183,862,748
2183,862,748
2184,862,748
2184,863,748
2184,863,749
2185,863,749
2185,863,749
2186,863,749
2186,863,749
2186,863,749
2187,864,749
2187,864,750
2188,864,750
2188,864,750
2188,864,750
2189,864,750
2189,865,750
2190,865,750
2190,865,751
2190,865,751
2191,865,751
2191,865,751
2192,866,751
2192,866,751
2192,866,751
2193,866,752
2193,866,752
2194,866,752
2194,866,752
2194,867,752
2195,867,752
2195,867,752
2196,867,752
2196,867,753
2196,867,753
2197,868,753
2197,868,753
2198,868,753
2198,868,753
2198,868,753
2199,868,754
2199,869,754
2200,869,754
2200,869,754
2200,869,754
2201,869,754
2201,869,754
2202,869,755
2202,870,755
2202,870,755
2203,870,755
2203,870,755
2204,870,755
2204,870,755
2204,871,755
2205,871,756
2205,871,756
2206,871,756
2206,871,756
2206,871,756
2207,872,756
2207,872,756
2208,872,757
2208,872,757
2208,872,757
2209,872,757
2209,872,757
2210,873,757
2210,873,757
2210,873,758
2211,873,758
2211,873,758
2212,873,758
2212,874,758
2212,874,758
2213,874,758
2213,874,758
2214,874,759
2214,874,759
2214,875,759
2215,875,759
2215,875,759
2216,875,759
2216,875,759
2216,875,760
2217,875,760
2217,876,760
2218,876,760
2218,876,760
2218,876,760
2219,876,760
2219,876,761
2220,877,761
2220,877,761
2220,877,761
2221,877,761
2221,877,761
2222,877,761
2222,878,762
2222,878,762
2223,878,762
2223,878,762
2224,878,762
2224,878,762
2224,878,762
2225,879,762
2225,879,763
2226,879,763
2226,879,763
2226,879,763
2227,879,763
2227,880,763
2228,880,763
2228,880,764
2228,880,764
2229,880,764
2229,880,764
2230,881,764
2230,881,764
2230,881,764
2231,881,765
2231,881,765
2232,881,765
2232,881,765
2232,882,765
2233,882,765
2233,882,765
2234,882,765
2234,882,766
2234,882,766
2235,883,766
2235,883,766
2236,883,766
2236,883,766
2236,883,766
2237,883,767
2237,884,767
2238,884,767
2238,884,767
2238,884,767
2239,884,767
2239,884,767
2240,884,768
2240,885,768
2240,885,768
2241,885,768
2241,885,768
2242,885,768
2242,885,768
2242,886,769
2243,886,769
2243,886,769
2244,886,769
2244,886,769
2244,886,769
2245,887,769
2245,887,769
2246,887,770
2246,887,770
2246,887,770
2247,887,770
2247,887,770
2248,888,770
2248,888,770
2248,888,771
2249,888,771
2249,888,771
2250,888,771
2250,889,771
2250,889,771
2251,889,771
2251,889,772
2252,889,772
2252,889,772
2252,890,772
2253,890,772
2253,890,772
2254,890,772
2254,890,772
2254,890,773
2255,890,773
2255,891,773
2256,891,773
2256,891,773
2256,891,773
2257,891,773
2257,891,774
2258,892,774
2258,892,774
2258,892,774
2259,892,774
2259,892,774
2260,892,774
2260,893,775
2260,893,775
2261,893,775
2261,893,775
2262,893,775
2262,893,775
2262,893,775
2263,894,775
2263,894,776
2264,894,776
2264,894,776
2264,894,776
2265,894,776
2265,895,776
2266,895,776
2266,895,777
2266,895,777
2267,895,777
2267,895,777
2268,896,777
2268,896,777
2268,896,777
2269,896,778
2269,896,778
2270,896,778
2270,896,778
2270,897,778
2271,897,778
2271,897,778
2272,897,779
2272,897,779
2272,897,779
2273,898,779
2273,898,779
2274,898,779
2274,898,779
2274,898,779
2275,898,780
2275,899,780
2276,899,780
2276,899,780
2276,899,780
2277,899,780
2277,899,780
2278,899,781
2278,900,781
2278,900,781
2279,900,781
2279,900,781
2280,900,781
2280,900,781
2280,901,782
2281,901,782
2281,901,782
2282,901,782
2282,901,782
2282,901,782
2283,902,782
2283,902,782
2284,902,783
2284,902,783
2284,902,783
2285,902,783
2285,902,783
2286,903,783
2286,903,783
2286,903,784
2287,903,784
2287,903,784
2288,903,784
2288,904,784
2288,904,784
2289,904,784
2289,904,785
2290,904,785
2290,904,785
2290,905,785
2291,905,785
2291,905,785
2292,905,785
2292,905,786
2292,905,786
2293,905,786
2293,906,786
2294,906,786
2294,906,786
2294,906,786
2295,906,786
2295,906,787
2296,907,787
2296,907,787
2296,907,787
2297,907,787
2297,907,787
2298,907,787
2298,908,788
2298,908,788
2299,908,788
2299,908,788
2300,908,788
2300,908,788
2300,908,788
2301,909,789
2301,909,789
2302,909,789
2302,909,789
2302,909,789
2303,909,789
2303,910,789
2304,910,789
2304,910,790
2304,910,790
2305,910,790
2305,910,790
2306,911,790
2306,911,790
2306,911,790
2307,911,791
2307,911,791
2308,911,791
2308,911,791
2308,912,791
2309,912,791
2309,912,791
2310,912,792
2310,912,792
2310,912,792
2311,913,792
2311,913,792
2312,913,792
2312,913,792
2312,913,792
2313,913,793
2313,914,793
2314,914,793
2314,914,793
2314,914,793
2315,914,793
2315,914,793
2316,914,794
2316,915,794
2316,915,794
2317,915,794
2317,915,794
2318,915,794
2318,915,794
2318,916,795
2319,916,795
2319,916,795
2320,916,795
2320,916,795
2320,916,795
2321,917,795
2321,917,796
2322,917,796
2322,917,796
2322,917,796
2323,917,796
2323,917,796
2324,918,796
2324,918,796
2324,918,797
2325,918,797
2325,918,797
2326,918,797
2326,919,797
2326,919,797
2327,919,797
2327,919,798
2328,919,798
2328,919,798
2328,920,798
2329,920,798
2329,920,798
2330,920,798
2330,920,799
2330,920,799
2331,920,799
2331,921,799
2332,921,799
2332,921,799
2332,921,799
2333,921,799
2333,921,800
2334,922,800
2334,922,800
2334,922,800
2335,922,800
2335,922,800
2336,922,800
2336,923,801
2336,923,801
2337,923,801
2337,923,801
2338,923,801
2338,923,801
2338,923,801
2339,924,802
2339,924,802
2340,924,802
2340,924,802
2340,924,802
2341,924,802
2341,925,802
2342,925,803
2342,925,803
2342,925,803
2343,925,803
2343,925,803
2344,926,803
2344,926,803
2344,926,803
2345,926,804
2345,926,804
2346,926,804
2346,926,804
2346,927,804
2347,927,804
2347,927,804
2348,927,805
2348,927,805
2348,927,805
2349,928,805
2349,928,805
2350,928,805
2350,928,805
2350,928,806
2351,928,806
2351,929,806
2352,929,806
2352,929,806
2352,929,806
2353,929,806
2353,929,806
2354,929,807
2354,930,807
2354,930,807
2355,930,807
2355,930,807
2356,930,807
2356,930,807
2356,931,808
2357,931,808
2357,931,808
2358,931,808
2358,931,808
2358,931,808
2359,932,808
2359,932,809
2360,932,809
2360,932,809
2360,932,809
2361,932,809
2361,932,809
2362,933,809
2362,933,809
2362,933,810
2363,933,810
2363,933,810
2364,933,810
2364,934,810
2364,934,810
2365,934,810
2365,934,811
2366,934,811
2366,934,811
2366,935,811
2367,935,811
2367,935,811
2368,935,811
2368,935,812
2368,935,812
2369,935,812
2369,936,812
2370,936,812
2370,936,812
2370,936,812
2371,936,813
2371,936,813
2372,937,813
2372,937,813
2372,937,813
2373,937,813
2373,937,813
2374,937,813
2374,938,814
2374,938,814
2375,938,814
2375,938,814
2376,938,814
2376,938,814
2376,938,814
2377,939,815
2377,939,815
2378,939,815
2378,939,815
2378,939,815
2379,939,815
2379,940,815
2380,940,816
2380,940,816
2380,940,816
2381,940,816
2381,940,816
2382,941,816
2382,941,816
2382,941,816
2383,941,817
2383,941,817
2384,941,817
2384,941,817
2384,942,817
2385,942,817
2385,942,817
2386,942,818
2386,942,818
2386,942,818
2387,943,818
2387,943,818
2388,943,818
2388,943,818
2388,943,819
2389,943,819
2389,944,819
2390,944,819
2390,944,819
2390,944,819
2391,944,819
2391,944,820
2392,944,820
2392,945,820
2392,945,820
2393,945,820
2393,945,820
2394,945,820
2394,945,820
2394,946,821
2395,946,821
2395,946,821
2396,946,821
2396,946,821
2396,946,821
2397,947,821
2397,947,822
2398,947,822
2398,947,822
2398,947,822
2399,947,822
2399,947,822
2400,948,822
2400,948,823
2400,948,823
2401,948,823
2401,948,823
2402,948,823
2402,949,823
2402,949,823
2403,949,823
2403,949,824
2404,949,824
2404,949,824
2404,950,824
2405,950,824
2405,950,824
2406,950,824
2406,950,825
2406,950,825
2407,950,825
2407,951,825
2408,951,825
2408,951,825
2408,951,825
2409,951,826
2409,951,826
2410,952,826
2410,952,826
2410,952,826
2411,952,826
2411,952,826
2412,952,826
2412,953,827
2412,953,827
2413,953,827
2413,953,827
2414,953,827
2414,953,827
2414,953,827
2415,954,828
2415,954,828
2416,954,828
2416,954,828
2416,954,828
2417,954,828
2417,955,828
2418,955,829
2418,955,829
2418,955,829
2419,955,829
2419,955,829
2420,956,829
2420,956,829
2420,956,830
2421,956,830
2421,956,830
2422,956,830
2422,956,830
2422,957,830
2423,957,830
2423,957,830
2424,957,831
2424,957,831
2424,957,831
2425,958,831
2425,958,831
2426,958,831
2426,958,831
2426,958,832
2427,958,832
2427,959,832
2428,959,832
2428,959,832
2428,959,832
2429,959,832
2429,959,833
2430,959,833
2430,960,833
2430,960,833
2431,960,833
2431,960,833
2432,960,833
2432,960,833
2432,961,834
2433,961,834
2433,961,834
2434,961,834
2434,961,834
2434,961,834
2435,962,834
2435,962,835
2436,962,835
2436,962,835
2436,962,835
2437,962,835
2437,962,835
2438,963,835
2438,963,836
2438,963,836
2439,963,836
2439,963,836
2440,963,836
2440,964,836
2440,964,836
2441,964,837
2441,964,837
2442,964,837
2442,964,837
2442,965,837
2443,965,837
2443,965,837
2444,965,837
2444,965,838
2444,965,838
2445,965,838
2445,966,838
2446,966,838
2446,966,838
2446,966,838
2447,966,839
2447,966,839
2448,967,839
2448,967,839
2448,967,839
2449,967,839
2449,967,839
2450,967,840
2450,968,840
2450,968,840
2451,968,840
2451,968,840
2452,968,840
2452,968,840
2452,968,840
2453,969,841
2453,969,841
2454,969,841
2454,969,841
2454,969,841
2455,969,841
2455,970,841
2456,970,842
2456,970,842
2456,970,842
2457,970,842
2457,970,842
2458,971,842
2458,971,842
2458,971,843
2459,971,843
2459,971,843
2460,971,843
2460,971,843
2460,972,843
2461,972,843
2461,972,843
2462,972,844
2462,972,844
2462,972,844
2463,973,844
2463,973,844
2464,973,844
2464,973,844
2464,973,845
2465,973,845
2465,974,845
2466,974,845
2466,974,845
2466,974,845
2467,974,845
2467,974,846
2468,974,846
2468,975,846
2468,975,846
2469,975,846
2469,975,846
2470,975,846
2470,975,847
2470,976,847
2471,976,847
2471,976,847
2472,976,847
2472,976,847
2472,976,847
2473,977,847
2473,977,848
2474,977,848
2474,977,848
2474,977,848
2475,977,848
2475,977,848
2476,978,848
2476,978,849
2476,978,849
2477,978,849
2477,978,849
2478,978,849
2478,979,849
2478,979,849
2479,979,850
2479,979,850
2480,979,850
2480,979,850
2480,980,850
2481,980,850
2481,980,850
2482,980,850
2482,980,851
2482,980,851
2483,980,851
2483,981,851
2484,981,851
2484,981,851
2484,981,851
2485,981,852
2485,981,852
2486,982,852
2486,982,852
2486,982,852
2487,982,852
2487,982,852
2488,982,853
2488,983,853
2488,983,853
2489,983,853
2489,983,853
2490,983,853
2490,983,853
2490,983,854
2491,984,854
2491,984,854
2492,984,854
2492,984,854
2492,984,854
2493,984,854
2493,985,854
2494,985,855
2494,985,855
2494,985,855
2495,985,855
2495,985,855
2496,986,855
2496,986,855
2496,986,856
2497,986,856
2497,986,856
2498,986,856
2498,986,856
2498,987,856
2499,987,856
2499,987,857
2500,987,857
2500,987,857
2500,987,857
2501,988,857
2501,988,857
2502,988,857
2502,988,857
2502,988,858
2503,988,858
2503,989,858
2504,989,858
2504,989,858
2504,989,858
2505,989,858
2505,989,859
2506,989,859
2506,990,859
2506,990,859
2507,990,859
2507,990,859
2508,990,859
2508,990,860
2508,991,860
2509,991,860
2509,991,860
2510,991,860
